GEOID_ZIP,ALAND10,AWATER10,tot_pop,white,per_white,black,per_black,native,per_native,asian,per_asian,nativehawaiian ,per_hawaiian,other,per_other,two_or_mor,per_two_or,male,female,under_5,per_under_5,5_to_9,per_5_to_9,10_to_14,per_10_to_14,15_to_19,per_15_to_19,20_to_24,per_20_to_24,25_to_29,per_25_to_29,30_to_34,per_30_to_34,35_to_39,per_35_to_39,40_to_44,per_40_to_44,45_to_49,per_45_to_49,50_to_54,per_50_to_54,55_to_59,per_55_to_59,60_to_64,per_60_to_64,65_to_69,per_65_to_69,70_to_74,per_70_to_74,75_to_79,per_75_to_79,80_to_84,per_80_to_89,80_and_over,per_80_and_over,disabled,per_disabled,unemployment_rate,tot_households_snap,households_snap,per_households_snap,tot_pop_mobility,same_house,moved_within_1yr,less_10k,10k_15k,15k_25k,25k_35k,35k_50k,50k_75k,75k_100k,100k_150k,150k_200k,more_200k,med_income,mean_incom,speaks_only_english,naturalized,non_citizen,pop_pov,pop_below_,pcnt_pov,families_on_suplimental_income,families_on_social_security,2_ppl_fam,3_to_4_ppl,5_to_6_ppl,GT_7_ppl_f,insured,per_insured,uninsured,per_uninsured,owner,rent,per_minority,minority-majority-50,minority-majority-60,minority-majority-70,4_16_2020_positive,4_16_2020_tests,4_16_2020_positive_rate,4_2_2020_positive,4_2_2020_tests,4_2_2020_positive_rate,4_3_2020_positive,4_3_2020_tests,4_3_2020_positive_rate,4_7_2020_positive,4_7_2020_tests,4_7_2020_positive_rate,4_8_2020_positive,4_8_2020_tests,4_8_2020_positive_rate,hospital_count,3_26_bb_beds,4_2_bb_beds,4_7_bb_beds,licensed_beds,staffed_beds,ICU_beds,adult_icu_beds,pediatrics_icu_beds,bed_utilization_rate,potential_increase_bed_capacity,avg_ventilator_use,GEOID10,borough,sub_region_2,retail_and_recreation_percent_change_from_baseline_sum,grocery_and_pharmacy_percent_change_from_baseline_sum,parks_percent_change_from_baseline_sum,transit_stations_percent_change_from_baseline_sum,workplaces_percent_change_from_baseline_sum,residential_percent_change_from_baseline_sum,pop_density,per_infected
10451,2665303,9963,47798,5972,12.5,19379,40.5,107,0.2,557,1.2,96,0.2,19737,41.3,1950,4.1,22334,25464,3034,6.3,3867,8.1,3207,6.7,3528,7.4,3586,7.5,4025,8.4,3213,6.7,3015,6.3,2924,6.1,3582,7.5,2721,5.7,2939,6.1,2137,4.5,1854,3.9,1358,2.8,1202,2.5,726,1.5,880,1.8,8809,18.4,55.9,19123,7545,39.5,47312,44651,1380,17.9,12.2,15.1,11.3,14.8,11.7,7.4,5.4,2.2,1.9,28921,49434,18269,7962,7433,47730,16967,33.1,2207,2173,4012,5376,1399,198,43071,90.2,4675,9.8,2488,16635,87.5,1,1,1,932,1559,59.78,337,585,0.576068376,337,585,0.576068376,392,701,55.92,498,900,55.33,7,3111,3777,3777,1510,1664,177,177,110,3.608651,-154,47,10451,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.017933420703012,0.019498723795974726
10452,2559781,0,76078,9592,12.6,25249,33.2,285,0.4,1107,1.5,171,0.2,36163,47.5,3511,4.6,34800,41278,5322,7.0,6110,8.0,6605,8.7,5939,7.8,6311,8.3,5940,7.8,6242,8.2,5050,6.6,5411,7.1,4669,6.1,4995,6.6,4242,5.6,3090,4.1,1929,2.5,1975,2.6,978,1.3,572,0.8,698,0.9,10844,14.3,60.1,26126,12352,47.3,75113,70758,2234,16.5,11.5,16.8,13.8,12.8,14.2,7.1,5.4,1.1,0.8,28277,39896,19479,14331,19078,75478,28044,35.5,3594,2517,5693,8412,2632,610,66890,88.1,9006,11.9,702,25424,87.4,1,1,1,1268,1970,64.37,367,629,0.5834658189999999,367,629,0.5834658189999999,584,942,62.0,735,1179,62.34,6,2673,3339,3339,1236,1261,115,115,90,2.906461,-25,33,10452,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.02972051124686057,0.016667104813480903
10453,2372518,6524,79606,6841,8.6,25826,32.4,416,0.5,1044,1.3,0,0.0,43398,54.5,2081,2.6,36246,43360,6825,8.6,6561,8.2,5489,6.9,6160,7.7,7073,8.9,7258,9.1,5617,7.1,5182,6.5,4393,5.5,4899,6.2,5948,7.5,4292,5.4,3193,4.0,2612,3.3,1896,2.4,1351,1.7,402,0.5,455,0.6,12065,15.2,58.5,27266,14370,52.7,78435,73612,2863,17.5,15.2,16.9,10.7,13.6,13.2,6.8,3.8,1.7,0.4,25275,37719,21177,14288,18517,79076,32022,37.9,4091,2896,6016,8888,2862,418,71976,90.5,7547,9.5,972,26294,91.29999999999998,1,1,1,1341,2162,62.03,386,663,0.582202112,386,663,0.582202112,619,983,62.97,790,1287,61.38,5,2229,2229,2229,592,743,57,57,55,1.358676,-151,21,10453,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.033553380838417246,0.016845463909755547
10454,2714423,0,38203,5040,13.2,12109,31.7,310,0.8,184,0.5,20,0.1,19443,50.9,1097,2.9,18469,19734,3060,8.0,3234,8.5,3289,8.6,3053,8.0,3738,9.8,2907,7.6,2984,7.8,2934,7.7,2132,5.6,2189,5.7,2273,5.9,1809,4.7,1389,3.6,764,2.0,804,2.1,809,2.1,480,1.3,355,0.9,6385,16.7,54.6,13167,7221,54.8,37783,34114,2561,24.0,15.3,16.5,11.1,13.9,6.6,5.9,4.2,1.6,1.0,21149,35479,12087,3902,6526,37726,17330,43.9,2144,1585,2839,3330,1612,370,32724,85.8,5434,14.2,687,12480,86.9,1,1,1,648,1030,62.91,174,343,0.50728863,174,343,0.50728863,294,498,59.04,355,612,58.01,7,3146,3968,3968,2982,2927,276,276,159,4.894893,55,86,10454,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.014074077621652926,0.016962018689631705
10455,1846908,0,42283,5221,12.3,12809,30.3,352,0.8,542,1.3,156,0.4,21949,51.9,1254,3.0,20172,22111,3847,9.1,3545,8.4,2752,6.5,2976,7.0,3507,8.3,3890,9.2,3820,9.0,2888,6.8,2073,4.9,2739,6.5,2560,6.1,2064,4.9,1752,4.1,1033,2.4,1150,2.7,735,1.7,438,1.0,514,1.2,6508,15.4,57.6,14401,7302,50.7,41505,38163,1670,18.5,13.8,14.9,13.1,12.5,13.0,6.9,5.0,1.2,1.2,26801,40090,10700,5946,8007,41755,16515,35.7,1835,1742,2875,4747,1574,170,37034,87.8,5137,12.2,1200,13201,87.69999999999999,1,1,1,686,1104,62.14,176,351,0.501424501,176,351,0.501424501,274,495,55.35,349,631,55.31,5,1594,2260,2260,1015,1179,120,120,75,2.892788,-164,27,10455,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.022893939492384028,0.016224014379301373
10456,2635671,0,94218,10146,10.8,40069,42.5,1311,1.4,809,0.9,130,0.1,38727,41.1,3026,3.2,43844,50374,7236,7.7,7322,7.8,7756,8.2,7503,8.0,8149,8.6,7858,8.3,6603,7.0,5963,6.3,5360,5.7,5661,6.0,5991,6.4,5857,6.2,4457,4.7,3138,3.3,2205,2.3,1297,1.4,1044,1.1,818,0.9,15956,17.1,56.8,30774,15294,49.7,93006,85005,4564,18.1,12.7,16.2,11.1,12.8,14.4,6.7,5.7,1.2,1.1,27106,43257,28544,14872,18382,92563,35856,35.4,5437,3569,7218,9706,3317,946,83525,89.7,9558,10.3,1756,29018,89.2,1,1,1,1376,2252,61.1,355,693,0.512265512,355,693,0.512265512,619,1054,58.73,802,1353,59.28,6,2673,3339,3339,1236,1261,115,115,90,2.906461,-25,33,10456,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.03574725373538655,0.01460442802861449
10457,2743123,0,74554,11452,15.4,29962,40.2,332,0.4,702,0.9,61,0.1,29594,39.7,2451,3.3,35086,39468,7155,9.6,6210,8.3,6043,8.1,5583,7.5,5936,8.0,6607,8.9,4763,6.4,5330,7.1,4459,6.0,4360,5.8,4519,6.1,3989,5.4,2846,3.8,2468,3.3,1752,2.3,1141,1.5,846,1.1,547,0.7,11245,15.2,59.0,24634,12559,51.0,72919,65190,4504,17.6,14.1,15.4,11.0,13.7,13.2,7.4,5.3,1.6,0.7,27420,41485,20045,12160,17630,72814,27750,34.3,3504,2506,4987,7759,2619,719,66040,89.0,8157,11.0,1438,23196,84.60000000000001,1,1,1,1173,1882,62.33,306,571,0.535901926,306,571,0.535901926,533,879,60.64,679,1126,60.3,5,2229,2229,2229,592,743,57,57,55,1.358676,-151,21,10457,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.027178511499484345,0.015733562250181077
10458,2603707,0,83960,14887,17.7,16690,19.9,310,0.4,2479,3.0,31,0.0,46095,54.9,3468,4.1,40415,43545,7161,8.5,5697,6.8,6153,7.3,7999,9.5,8673,10.3,7920,9.4,6939,8.3,4649,5.5,4842,5.8,4799,5.7,4903,5.8,3889,4.6,3750,4.5,2313,2.8,1835,2.2,1049,1.2,696,0.8,693,0.8,10920,13.0,62.3,27282,12767,46.8,82493,73269,5337,14.7,11.2,13.3,11.9,14.0,18.1,8.6,5.8,1.2,1.2,33932,48427,21119,13269,20855,80867,28518,32.4,3854,2983,6425,8569,2722,720,74041,88.2,9878,11.8,1060,26222,82.29999999999998,1,1,1,1169,2018,57.93,332,622,0.533762058,332,622,0.533762058,541,933,57.98,676,1219,55.46,8,3169,3246,3246,2078,2657,203,203,142,3.4609650000000003,-579,73,10458,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.03224633186453007,0.013923296808003811
10459,2124313,0,48351,5615,11.6,16650,34.4,255,0.5,377,0.8,30,0.1,23959,49.6,1465,3.0,23004,25347,3691,7.6,3728,7.7,3577,7.4,3728,7.7,3755,7.8,4545,9.4,3663,7.6,3305,6.8,2673,5.5,2915,6.0,2965,6.1,2909,6.0,2033,4.2,1488,3.1,1038,2.1,1132,2.3,639,1.3,567,1.2,6284,13.0,54.9,16382,7698,47.0,47650,43776,2091,19.6,12.7,14.0,11.9,13.5,11.4,7.8,5.9,1.9,1.3,27687,43297,14779,7325,8678,48042,16462,31.1,2295,2109,3713,5700,1544,268,43202,89.6,5023,10.4,1875,14507,88.4,1,1,1,869,1408,61.72,227,423,0.536643026,227,423,0.536643026,363,618,58.74,482,839,57.45,4,1369,1894,1894,954,1030,95,95,75,2.122515,-76,29,10459,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.02276077018782072,0.01797274099811793
10460,3399050,0,59505,9370,15.7,18035,30.3,168,0.3,945,1.6,106,0.2,29198,49.1,1683,2.8,27647,31858,4844,8.1,4202,7.1,4421,7.4,3945,6.6,4817,8.1,6283,10.6,4164,7.0,3623,6.1,2900,4.9,3547,6.0,3976,6.7,3343,5.6,2828,4.8,2456,4.1,1656,2.8,1282,2.2,608,1.0,610,1.0,9769,16.4,59.7,20443,10287,50.3,58642,53754,3219,17.7,11.3,18.3,12.7,11.8,14.0,6.5,4.8,1.7,1.1,26866,41120,18470,9310,10610,58759,21567,34.7,3649,2766,4887,6719,2105,227,53947,90.7,5535,9.3,2155,18288,84.3,1,1,1,950,1594,59.6,255,484,0.526859504,255,484,0.526859504,397,697,56.96,500,905,55.25,6,2140,2140,2140,1249,1294,128,128,80,3.067371,-45,30,10460,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.017506362071755342,0.015965044954205528
10461,6201816,0,50348,24270,48.2,4714,9.4,250,0.5,5600,11.1,43,0.1,13312,26.4,2159,4.3,24497,25851,3177,6.3,2744,5.5,3038,6.0,2169,4.3,3059,6.1,4354,8.6,4335,8.6,3774,7.5,3052,6.1,3464,6.9,3620,7.2,2966,5.9,2758,5.5,2284,4.5,1635,3.2,1234,2.5,1389,2.8,1296,2.6,6522,13.2,63.0,18927,3088,16.3,49872,43199,4131,7.3,6.3,9.7,9.2,11.3,18.2,13.1,14.1,6.8,4.1,56612,73335,21513,7609,6065,49411,7332,14.0,1257,2961,4981,5416,1492,211,45733,92.4,3784,7.6,6162,12765,51.8,1,0,0,1173,2220,52.84,376,714,0.526610644,376,714,0.526610644,536,993,53.98,687,1311,52.4,3,1133,1133,1133,657,551,71,71,25,1.708695,106,9,10461,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.008118267294611771,0.023297846984984508
10462,3818110,15353,76756,17796,23.2,21705,28.3,714,0.9,9683,12.6,19,0.0,22798,29.7,4041,5.3,36091,40665,4837,6.3,4870,6.3,4390,5.7,4314,5.6,5293,6.9,6422,8.4,6579,8.6,5648,7.4,5556,7.2,5095,6.6,5333,6.9,5193,6.8,3981,5.2,3066,4.0,2052,2.7,1695,2.2,1398,1.8,1034,1.3,10375,13.6,66.9,29543,7250,24.5,75966,69525,3771,8.9,5.3,10.8,8.6,14.0,21.3,11.8,13.9,3.5,2.0,52409,63952,30013,12475,11483,76385,14872,16.8,2442,3438,7692,8363,1983,399,70700,92.4,5834,7.6,6600,22943,76.8,1,1,1,1397,2535,55.11,377,768,0.49088541700000005,377,768,0.49088541700000005,632,1160,54.48,807,1509,53.48,4,1555,1555,1555,1079,834,97,97,40,2.30702,245,17,10462,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.020103140035253046,0.018200531554536454
10463,3755855,345779,71360,32109,45.0,10764,15.1,422,0.6,2665,3.7,51,0.1,20900,29.3,4449,6.2,33641,37719,4927,6.9,4427,6.2,3653,5.1,3197,4.5,3998,5.6,5718,8.0,5367,7.5,4567,6.4,4178,5.9,5034,7.1,4151,5.8,4046,5.7,3982,5.6,4495,6.3,2775,3.9,2613,3.7,1725,2.4,2507,3.5,9831,14.2,62.8,28682,5953,20.8,70126,62435,4161,7.6,5.7,12.2,7.1,10.3,17.4,12.3,13.5,6.6,7.3,58551,83674,29711,14325,9250,68799,11862,14.4,1769,4008,8063,6907,1555,197,65597,94.5,3834,5.5,9219,19463,55.0,1,0,0,1063,2167,49.05,253,654,0.386850153,253,654,0.386850153,402,909,44.22,536,1219,43.97,4,1651,1728,1728,1451,1871,132,132,77,1.938147,-420,53,10463,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.01899966851755459,0.014896300448430494
10464,8993192,237116,4434,3495,78.8,119,2.7,0,0.0,245,5.5,0,0.0,397,9.0,178,4.0,2162,2272,220,5.0,271,6.1,218,4.9,113,2.5,213,4.8,335,7.6,410,9.2,227,5.1,214,4.8,305,6.9,410,9.2,163,3.7,338,7.6,251,5.7,357,8.1,193,4.4,40,0.9,156,3.5,715,16.1,69.6,1893,208,11.0,4343,3819,382,1.8,5.0,7.8,6.3,7.9,10.0,13.6,19.9,14.6,13.2,93365,114025,3156,406,128,4434,359,5.7,32,354,510,476,57,15,4201,94.7,233,5.3,1248,645,21.2,0,0,0,93,233,39.91,25,65,0.384615385,25,65,0.384615385,35,95,36.84,46,127,36.22,0,0,0,0,0,0,0,0,0,0.0,0,0,10464,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.000493039623750944,0.02097428958051421
10465,8799203,2711,44205,26656,60.3,5638,12.8,43,0.1,1373,3.1,7,0.0,9306,21.1,1182,2.7,21403,22802,2911,6.6,2343,5.3,2032,4.6,2908,6.6,2992,6.8,2905,6.6,2365,5.4,2742,6.2,2918,6.6,2990,6.8,3148,7.1,3145,7.1,3126,7.1,2241,5.1,1547,3.5,1368,3.1,1033,2.3,1491,3.4,7161,16.4,59.7,15994,2159,13.5,43724,40884,1858,6.9,5.9,9.4,5.2,9.6,13.1,12.9,19.4,9.0,8.6,74796,90281,24657,4435,2361,42307,5141,9.9,1046,3163,4752,4764,1221,85,41104,93.9,2680,6.1,9004,6990,39.800000000000004,0,0,0,1002,2097,47.78,267,596,0.44798657700000005,267,596,0.44798657700000005,461,960,48.02,586,1225,47.84,2,621,621,621,200,225,31,31,0,0.9462280000000001,-25,2,10465,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.005023750446489302,0.022667119104173735
10466,5215221,5147,72479,8034,11.1,52974,73.1,687,0.9,2183,3.0,42,0.1,6606,9.1,1953,2.7,31842,40637,4427,6.1,4261,5.9,4521,6.2,5157,7.1,6056,8.4,5947,8.2,4220,5.8,4159,5.7,4790,6.6,5315,7.3,5097,7.0,5098,7.0,4341,6.0,3097,4.3,1947,2.7,1840,2.5,1175,1.6,1031,1.4,10751,15.0,62.7,23704,6597,27.8,71609,64577,4280,11.5,7.5,9.1,9.2,11.5,16.6,11.0,14.0,5.6,3.9,51477,68430,49354,19306,11340,71534,14086,17.0,2645,4173,5435,7829,3003,370,65060,90.5,6812,9.5,9191,14513,88.89999999999999,1,1,1,1482,2522,58.76,362,666,0.5435435439999999,362,666,0.5435435439999999,588,1013,58.05,792,1373,57.68,4,1910,1987,1987,1486,1914,146,146,87,2.102289,-428,52,10466,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.01389758938307696,0.020447301977124407
10467,6049162,0,103732,23469,22.6,36599,35.3,666,0.6,6000,5.8,51,0.0,32759,31.6,4188,4.0,49745,53987,8525,8.2,7106,6.9,7207,6.9,6131,5.9,7343,7.1,9373,9.0,8179,7.9,7532,7.3,6330,6.1,6403,6.2,6678,6.4,5618,5.4,5947,5.7,3541,3.4,2946,2.8,2162,2.1,1288,1.2,1423,1.4,15955,15.6,62.6,36732,13256,36.1,102147,90397,7873,12.4,10.3,13.2,11.8,14.6,17.7,7.9,8.0,2.6,1.4,37015,51062,38389,18436,20402,102221,28506,25.8,4100,4601,9027,10060,3552,912,92373,90.1,10097,9.9,5011,31721,77.3,1,1,1,2087,3449,60.51,638,1134,0.562610229,638,1134,0.562610229,941,1625,57.91,1209,2091,57.82,6,2532,2609,2609,1908,2197,172,172,102,2.700614,-289,60,10467,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.017148160356756852,0.020119153202483323
10468,2773214,45100,78647,9933,12.6,16529,21.0,814,1.0,2280,2.9,8,0.0,46607,59.3,2476,3.1,37011,41636,7573,9.6,5607,7.1,5057,6.4,4654,5.9,6465,8.2,7197,9.2,6746,8.6,5534,7.0,4012,5.1,4872,6.2,5485,7.0,4669,5.9,2964,3.8,2700,3.4,1973,2.5,1268,1.6,952,1.2,919,1.2,8710,11.2,66.1,26338,10957,41.6,76982,70613,3916,13.9,9.6,15.9,9.5,15.0,15.6,10.0,7.1,2.1,1.3,36046,48780,15245,16220,20384,77747,24945,29.6,2851,2731,6331,8675,2565,559,68422,87.7,9633,12.3,2000,24338,87.29999999999998,1,1,1,1442,2206,65.37,397,624,0.636217949,397,624,0.636217949,625,939,66.56,810,1272,63.68,5,2066,2143,2143,1451,1871,132,132,77,1.938147,-420,53,10468,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.028359513546376156,0.01833509224763818
10469,6404388,0,73870,13892,18.8,40103,54.3,579,0.8,4837,6.5,63,0.1,12183,16.5,2213,3.0,34385,39485,3846,5.2,3615,4.9,4840,6.6,5123,6.9,5062,6.9,5538,7.5,4668,6.3,4056,5.5,5290,7.2,4938,6.7,5152,7.0,4823,6.5,4703,6.4,3619,4.9,2716,3.7,2272,3.1,1815,2.5,1794,2.4,9524,13.3,61.2,22450,4119,18.3,73162,67213,3672,6.6,4.9,9.0,9.3,11.1,16.6,13.6,17.2,6.7,5.1,63652,78921,41812,19221,10529,71307,10753,12.4,1461,5065,5880,7846,2875,429,66196,92.4,5482,7.6,11439,11011,81.19999999999999,1,1,1,1837,2996,61.32,470,815,0.5766871170000001,470,815,0.5766871170000001,795,1304,60.97,988,1673,59.06,6,2531,2608,2608,1686,2139,177,177,87,3.048517,-453,54,10469,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.011534279309748255,0.02486801137132801
10470,3703474,3918,15432,6572,42.6,6027,39.1,7,0.0,537,3.5,0,0.0,1743,11.3,546,3.5,7069,8363,995,6.4,768,5.0,741,4.8,640,4.1,907,5.9,1345,8.7,1005,6.5,1185,7.7,961,6.2,1068,6.9,1258,8.2,963,6.2,981,6.4,673,4.4,617,4.0,600,3.9,333,2.2,392,2.5,2171,14.1,62.5,6076,1138,18.7,15181,13607,793,7.4,6.3,9.2,8.3,11.7,19.1,13.0,14.5,4.9,5.5,57160,76959,10389,3445,1906,15380,1904,9.4,408,1008,1549,1398,495,53,14119,91.7,1271,8.3,2222,3854,57.400000000000006,1,0,0,299,557,53.68,83,157,0.52866242,83,157,0.52866242,121,229,52.84,167,314,53.18,3,1398,1475,1475,1029,1588,106,106,62,1.3398219999999998,-559,45,10470,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.004166898431040693,0.019375324002073615
10471,6659943,28258,21896,15033,68.7,2583,11.8,38,0.2,1366,6.2,0,0.0,2125,9.7,751,3.4,10378,11518,1178,5.4,905,4.1,893,4.1,1568,7.2,1421,6.5,1159,5.3,1248,5.7,1183,5.4,1402,6.4,1208,5.5,1166,5.3,1366,6.2,1645,7.5,1288,5.9,1119,5.1,981,4.5,839,3.8,1327,6.1,2746,13.3,57.4,8598,553,6.4,21733,19256,539,6.7,3.3,4.9,6.9,7.6,13.9,14.8,18.5,9.3,14.1,85707,121901,13404,3442,1938,18823,1885,6.0,287,1221,2521,1910,246,43,19681,95.6,916,4.4,4193,4405,31.299999999999997,0,0,0,351,790,44.43,104,297,0.35016835,104,297,0.35016835,149,375,39.73,201,482,41.7,4,1598,1675,1675,1029,1588,106,106,62,1.3398219999999998,-559,45,10471,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.0032877158257961065,0.01603032517354768
10472,2729341,0,68796,10270,14.9,18821,27.4,971,1.4,4581,6.7,0,0.0,31528,45.8,2625,3.8,33428,35368,5404,7.9,5460,7.9,4874,7.1,4802,7.0,6022,8.8,5576,8.1,5215,7.6,4704,6.8,3762,5.5,4979,7.2,3806,5.5,3255,4.7,3274,4.8,2463,3.6,1817,2.6,1800,2.6,729,1.1,854,1.2,10001,14.6,56.9,21887,8980,41.0,67595,62991,3129,16.7,9.7,14.7,13.5,12.7,13.9,7.5,7.6,2.2,1.4,30977,46699,20611,11347,16846,68043,23421,30.8,2957,2903,4978,7295,2267,708,59061,86.1,9514,13.9,3122,18765,85.1,1,1,1,1110,1731,64.12,302,528,0.571969697,302,528,0.571969697,469,765,61.31,620,1000,62.0,6,2140,2140,2140,1249,1294,128,128,80,3.067371,-45,30,10472,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.025206084545683374,0.01613465899180185
10473,5539540,5538,59609,22362,37.5,24533,41.2,343,0.6,1039,1.7,0,0.0,9309,15.6,2023,3.4,26916,32693,3816,6.4,3792,6.4,4377,7.3,3943,6.6,4685,7.9,4674,7.8,3669,6.2,3510,5.9,3355,5.6,3848,6.5,4059,6.8,3642,6.1,3460,5.8,2807,4.7,2243,3.8,1763,3.0,1107,1.9,859,1.4,9355,15.8,53.8,20935,6454,30.8,59145,57228,1151,11.8,9.9,11.5,10.1,12.3,17.4,10.3,10.0,3.9,2.7,41638,60660,25942,8302,5752,59170,15182,22.7,2765,3949,5556,6352,1913,461,55497,93.6,3803,6.4,6189,14746,62.50000000000001,1,1,0,1235,2121,58.23,304,556,0.54676259,304,556,0.54676259,518,887,58.4,693,1233,56.2,2,621,621,621,200,225,31,31,0,0.9462280000000001,-25,2,10473,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.010760640775226824,0.020718347900484827
10474,3961350,0,12127,1118,9.2,4782,39.4,36,0.3,10,0.1,43,0.4,5740,47.3,398,3.3,6430,5697,1064,8.8,965,8.0,866,7.1,956,7.9,953,7.9,1203,9.9,1236,10.2,742,6.1,679,5.6,759,6.3,767,6.3,459,3.8,565,4.7,299,2.5,279,2.3,109,0.9,134,1.1,92,0.8,1280,11.2,51.0,3488,1687,48.4,11939,10409,837,20.2,11.1,18.3,8.7,18.7,8.9,6.3,4.6,1.5,1.8,25493,42633,3755,1332,3254,11243,4820,38.4,591,348,736,1113,483,69,9943,86.8,1512,13.2,219,3269,90.8,1,1,1,198,318,62.26,55,97,0.5670103089999999,55,97,0.5670103089999999,83,136,61.03,106,174,60.92,2,532,1057,1057,532,747,69,69,60,1.52419,-215,21,10474,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.003061330102111654,0.016327203760204502
10475,4454301,287086,43208,7682,17.8,26281,60.8,316,0.7,1206,2.8,0,0.0,5801,13.4,1922,4.4,18358,24850,1786,4.1,2422,5.6,1915,4.4,2174,5.0,2678,6.2,2526,5.8,1880,4.4,2888,6.7,3327,7.7,2533,5.9,2794,6.5,2440,5.6,3251,7.5,2827,6.5,2746,6.4,2316,5.4,1297,3.0,1408,3.3,7656,18.2,58.2,18759,2668,14.2,42953,40927,1573,5.9,7.3,8.6,12.1,15.7,19.2,13.2,11.8,4.7,1.6,50832,63502,27941,8703,2675,41817,4411,8.5,765,3482,5100,4353,1035,0,39703,94.6,2278,5.4,8080,10679,82.10000000000001,1,1,1,1132,2077,54.5,255,446,0.5717488789999999,255,446,0.5717488789999999,424,705,60.14,561,1002,55.99,3,1133,1133,1133,657,551,71,71,25,1.708695,106,9,10475,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.009700287430059172,0.026198852064432513
10550,5139546,32765,37817,4891,12.9,27746,73.4,187,0.5,546,1.4,0,0.0,3307,8.7,1140,3.0,17482,20335,3121,8.3,2261,6.0,2397,6.3,2212,5.8,2892,7.6,3754,9.9,2442,6.5,2389,6.3,2504,6.6,2361,6.2,2566,6.8,2504,6.6,1826,4.8,1598,4.2,1038,2.7,802,2.1,480,1.3,670,1.8,4484,11.9,66.6,13410,3234,24.1,37201,33074,2414,8.9,4.6,13.8,11.5,13.3,17.8,11.1,12.5,3.7,2.7,47955,63073,26448,6263,5933,37467,6681,14.8,1000,1981,3384,3788,991,295,33786,89.9,3804,10.1,3065,10345,87.00000000000001,1,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,369,369,369,0,0,0,0,0,0.0,0,0,10550,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.007358042908848369,0.0
10704,6918574,355475,32223,22019,68.3,3719,11.5,99,0.3,2292,7.1,14,0.0,3261,10.1,819,2.5,15793,16430,1592,4.9,1644,5.1,1842,5.7,1637,5.1,2068,6.4,2206,6.8,2119,6.6,2202,6.8,2241,7.0,2586,8.0,2369,7.4,2360,7.3,1600,5.0,1834,5.7,1216,3.8,970,3.0,865,2.7,872,2.7,3954,12.3,66.0,12283,915,7.4,31999,29169,1302,4.4,2.8,6.1,8.3,11.8,18.2,15.2,17.7,7.2,8.3,73165,91186,18372,7069,3191,32120,2463,5.8,587,2434,3327,3464,894,120,30277,94.0,1946,6.0,6830,5453,31.5,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,369,369,369,0,0,0,0,0,0.0,0,0,10704,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.004657462650540415,0.0
10705,5730915,59198,40733,19202,47.1,7776,19.1,248,0.6,2734,6.7,0,0.0,8706,21.4,2067,5.1,19979,20754,2965,7.3,2439,6.0,2426,6.0,2970,7.3,2900,7.1,2995,7.4,2948,7.2,2677,6.6,2549,6.3,3377,8.3,3278,8.0,2168,5.3,1833,4.5,1722,4.2,1372,3.4,729,1.8,583,1.4,802,2.0,4525,11.1,62.5,14260,3730,26.2,40061,36708,1921,10.8,6.1,10.5,9.9,13.6,15.7,9.6,13.0,6.1,4.7,48540,70072,15603,8323,7666,40498,7876,15.8,1256,1576,2995,4595,1486,204,35589,87.5,5067,12.5,4291,9969,52.9,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,369,369,369,0,0,0,0,0,0.0,0,0,10705,Bronx,Bronx,-1155,-211,-758,-1366,-1437,611,0.0071075910216780395,0.0
