GEOID_ZIP,ALAND10,AWATER10,tot_pop,white,per_white,black,per_black,native,per_native,asian,per_asian,nativehawaiian ,per_hawaiian,other,per_other,two_or_mor,per_two_or,male,female,under_5,per_under_5,5_to_9,per_5_to_9,10_to_14,per_10_to_14,15_to_19,per_15_to_19,20_to_24,per_20_to_24,25_to_29,per_25_to_29,30_to_34,per_30_to_34,35_to_39,per_35_to_39,40_to_44,per_40_to_44,45_to_49,per_45_to_49,50_to_54,per_50_to_54,55_to_59,per_55_to_59,60_to_64,per_60_to_64,65_to_69,per_65_to_69,70_to_74,per_70_to_74,75_to_79,per_75_to_79,80_to_84,per_80_to_89,80_and_over,per_80_and_over,disabled,per_disabled,unemployment_rate,tot_households_snap,households_snap,per_households_snap,tot_pop_mobility,same_house,moved_within_1yr,less_10k,10k_15k,15k_25k,25k_35k,35k_50k,50k_75k,75k_100k,100k_150k,150k_200k,more_200k,med_income,mean_incom,speaks_only_english,naturalized,non_citizen,pop_pov,pop_below_,pcnt_pov,families_on_suplimental_income,families_on_social_security,2_ppl_fam,3_to_4_ppl,5_to_6_ppl,GT_7_ppl_f,insured,per_insured,uninsured,per_uninsured,owner,rent,per_minority,minority-majority-50,minority-majority-60,minority-majority-70,4_16_2020_positive,4_16_2020_tests,4_16_2020_positive_rate,4_2_2020_positive,4_2_2020_tests,4_2_2020_positive_rate,4_3_2020_positive,4_3_2020_tests,4_3_2020_positive_rate,4_7_2020_positive,4_7_2020_tests,4_7_2020_positive_rate,4_8_2020_positive,4_8_2020_tests,4_8_2020_positive_rate,hospital_count,3_26_bb_beds,4_2_bb_beds,4_7_bb_beds,licensed_beds,staffed_beds,ICU_beds,adult_icu_beds,pediatrics_icu_beds,bed_utilization_rate,potential_increase_bed_capacity,avg_ventilator_use,GEOID10,borough,sub_region_2,retail_and_recreation_percent_change_from_baseline_sum,grocery_and_pharmacy_percent_change_from_baseline_sum,parks_percent_change_from_baseline_sum,transit_stations_percent_change_from_baseline_sum,workplaces_percent_change_from_baseline_sum,residential_percent_change_from_baseline_sum,pop_density,per_infected
10065,984654,0,28109,24285,86.4,619,2.2,37,0.1,2666,9.5,0,0.0,154,0.5,348,1.2,12248,15861,1650,5.9,1000,3.6,916,3.3,356,1.3,1785,6.4,2671,9.5,3176,11.3,2558,9.1,1607,5.7,1570,5.6,1796,6.4,1460,5.2,1522,5.4,1388,4.9,1486,5.3,1159,4.1,954,3.4,1055,3.8,1894,6.8,70.2,14844,414,2.8,27635,22612,2247,5.0,2.7,4.0,2.7,6.2,10.6,8.8,14.4,9.8,35.8,127375,242978,19681,3045,3306,27963,1922,3.0,109,1683,3797,2267,275,13,27299,97.3,744,2.7,5365,9479,13.5,0,0,0,233,682,34.16,121,385,0.314285714,121,385,0.314285714,171,492,34.76,187,544,34.38,14,7625,7993,7993,6493,5519,745,745,402,6.647989999999999,974,181,10065,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.028547083544067257,0.008289160055498238
10069,249050,0,5085,3155,62.0,148,2.9,0,0.0,1558,30.6,0,0.0,0,0.0,224,4.4,2354,2731,368,7.2,416,8.2,274,5.4,95,1.9,235,4.6,427,8.4,594,11.7,639,12.6,508,10.0,374,7.4,378,7.4,235,4.6,197,3.9,61,1.2,87,1.7,109,2.1,0,0.0,88,1.7,182,3.6,74.7,2552,73,2.9,5025,3790,859,8.7,3.2,0.0,9.8,5.7,4.2,14.7,11.4,11.6,30.9,110625,225183,2922,331,1207,5085,522,7.3,25,88,517,662,27,0,4992,98.2,93,1.8,675,1877,37.9,0,0,0,40,105,38.1,24,57,0.42105263200000004,24,57,0.42105263200000004,29,72,40.28,32,81,39.51,9,4922,4922,4922,4093,3765,410,410,273,4.741397,328,138,10069,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.020417586829953826,0.007866273352999017
10075,477137,0,21556,18396,85.3,677,3.1,225,1.0,1047,4.9,0,0.0,902,4.2,309,1.4,10096,11460,1041,4.8,1252,5.8,736,3.4,763,3.5,778,3.6,1400,6.5,2022,9.4,1643,7.6,1148,5.3,1453,6.7,1244,5.8,1118,5.2,1131,5.2,1561,7.2,1276,5.9,1169,5.4,570,2.6,1251,5.8,1689,8.0,68.1,11035,217,2.0,21381,18455,1508,1.9,0.8,4.8,6.4,5.0,12.8,10.6,17.9,9.6,30.3,137146,233358,13727,3315,2372,21155,1075,4.5,129,1401,3133,1765,236,0,20715,97.9,440,2.1,4933,6102,14.6,0,0,0,294,631,46.59,160,371,0.43126684600000004,160,371,0.43126684600000004,204,452,45.13,232,501,46.31,15,7573,7729,7729,6277,5678,788,788,412,7.253486,599,198,10075,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.045177800086767535,0.013638894043421786
10128,1206191,0,59256,47167,79.6,2182,3.7,0,0.0,5844,9.9,0,0.0,1666,2.8,2397,4.0,25338,33918,3204,5.4,2138,3.6,1911,3.2,1691,2.9,2644,4.5,6825,11.5,7216,12.2,4349,7.3,3849,6.5,4103,6.9,3845,6.5,2989,5.0,3494,5.9,3461,5.8,2656,4.5,1980,3.3,1557,2.6,1344,2.3,4825,8.1,72.2,30691,1506,4.9,58419,48263,4921,4.5,2.2,6.5,3.6,5.6,12.4,11.2,14.6,10.0,29.4,114010,196844,39143,7054,6535,58980,3686,3.4,500,3513,8171,5192,530,3,57424,96.9,1820,3.1,10129,20562,20.400000000000002,0,0,0,460,1207,38.11,212,596,0.355704698,212,596,0.355704698,281,737,38.13,317,834,38.01,13,5936,6233,6233,4713,4177,514,514,337,6.464822,536,147,10128,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.049126547951360934,0.007762926960982854
10280,297253,38409,9384,7360,78.4,184,2.0,0,0.0,1474,15.7,0,0.0,77,0.8,289,3.1,4477,4907,711,7.6,628,6.7,454,4.8,192,2.0,239,2.5,523,5.6,1374,14.6,945,10.1,1021,10.9,771,8.2,763,8.1,530,5.6,375,4.0,370,3.9,254,2.7,79,0.8,115,1.2,40,0.4,326,3.5,83.7,4560,97,2.1,9234,7638,779,3.4,1.1,0.5,1.8,3.3,8.0,6.8,18.6,16.1,40.5,169844,224631,5618,1372,1539,9384,336,1.1,0,216,1046,1009,130,16,9027,96.2,357,3.8,1233,3327,21.6,0,0,0,32,92,34.78,17,50,0.34,17,50,0.34,20,61,32.79,23,73,31.51,4,679,688,688,713,420,35,35,28,1.790607,293,12,10280,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03156906742741032,0.0034100596760443308
10282,177847,55133,5593,4153,74.3,61,1.1,0,0.0,1163,20.8,0,0.0,13,0.2,203,3.6,2707,2886,934,16.7,397,7.1,289,5.2,119,2.1,44,0.8,382,6.8,594,10.6,832,14.9,727,13.0,492,8.8,199,3.6,122,2.2,132,2.4,111,2.0,81,1.4,0,0.0,0,0.0,138,2.5,164,2.9,76.7,2231,25,1.1,5294,4457,485,3.3,1.9,3.2,1.3,1.5,2.3,3.5,12.7,1.8,68.5,0,330244,3467,595,950,5593,190,4.4,11,64,470,765,137,0,5517,98.6,76,1.4,192,2039,25.700000000000003,0,0,0,52,108,48.15,21,42,0.5,21,42,0.5,32,61,52.46,36,67,53.73,3,215,224,224,249,148,23,23,8,0.983361,101,0,10282,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03144837978712039,0.00929733595565886
10001,1591494,0,22924,14422,62.9,1413,6.2,36,0.2,5774,25.2,20,0.1,661,2.9,598,2.6,11671,11253,472,2.1,526,2.3,712,3.1,1161,5.1,2068,9.0,3096,13.5,2714,11.8,1555,6.8,1664,7.3,1562,6.8,1416,6.2,1153,5.0,1425,6.2,990,4.3,603,2.6,925,4.0,423,1.8,459,2.0,1880,8.2,71.1,12431,1202,9.7,22819,18635,1944,8.8,3.9,7.5,4.2,7.7,11.2,11.0,15.6,7.6,22.5,88526,151628,14377,3887,3527,21955,2912,10.6,348,954,2360,1156,322,0,21936,95.7,988,4.3,3253,9178,37.2,0,0,0,242,521,46.45,113,265,0.426415094,113,265,0.426415094,158,337,46.88,178,384,46.35,10,5147,5359,5359,4243,3635,587,587,325,4.189904,608,117,10001,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.014404075667266104,0.01055662188099808
10002,2275174,0,74993,24168,32.2,6283,8.4,680,0.9,31089,41.5,24,0.0,9841,13.1,2908,3.9,36230,38763,2637,3.5,2640,3.5,2824,3.8,2969,4.0,4763,6.4,7593,10.1,6171,8.2,4566,6.1,4476,6.0,5492,7.3,4792,6.4,4882,6.5,5378,7.2,4159,5.5,3552,4.7,2467,3.3,2658,3.5,2974,4.0,11345,15.2,54.3,33540,10939,32.6,74416,68565,2594,14.8,12.5,13.6,8.3,10.1,12.0,8.1,9.4,4.3,6.8,35859,68315,27436,18969,12407,74356,20565,24.9,3734,5880,8372,6735,1239,219,70327,94.1,4428,5.9,4470,29070,67.8,1,1,0,666,1250,53.28,250,542,0.461254613,250,542,0.461254613,360,718,50.14,421,836,50.36,8,3510,3731,3731,3471,2679,374,374,143,4.058236,792,72,10002,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03296143503749603,0.008880828877361887
10003,1493003,0,54682,41511,75.9,3178,5.8,88,0.2,7373,13.5,55,0.1,1215,2.2,1262,2.3,27503,27179,1767,3.2,926,1.7,670,1.2,7496,13.7,5587,10.2,7896,14.4,5922,10.8,4651,8.5,2927,5.4,2620,4.8,2284,4.2,2683,4.9,2820,5.2,2032,3.7,1408,2.6,1319,2.4,815,1.5,859,1.6,3755,6.9,67.1,26124,616,2.4,54077,37575,4676,4.7,2.4,4.7,5.6,7.2,12.7,9.2,13.2,11.1,29.2,112131,189885,41502,4076,6790,45093,3812,3.1,381,1954,5253,2619,74,0,52419,96.1,2131,3.9,8605,17519,24.1,0,0,0,329,777,42.34,161,379,0.42480211100000004,161,379,0.42480211100000004,210,490,42.86,238,563,42.27,7,3046,3267,3267,3007,2407,362,362,123,3.2509900000000003,600,60,10003,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03662551247385303,0.006016605098569913
10005,188254,0,8831,6484,73.4,221,2.5,0,0.0,1497,17.0,0,0.0,206,2.3,423,4.8,4003,4828,522,5.9,302,3.4,176,2.0,199,2.3,1046,11.8,2101,23.8,1407,15.9,1095,12.4,826,9.4,494,5.6,237,2.7,279,3.2,35,0.4,8,0.1,76,0.9,28,0.3,0,0.0,0,0.0,144,1.6,90.0,4374,0,0.0,8756,6352,1292,7.0,1.6,1.7,0.8,2.4,7.0,6.4,18.6,13.1,41.4,173333,208186,6673,735,1236,8831,840,0.4,8,56,954,647,13,0,8594,97.3,237,2.7,859,3515,26.6,0,0,0,42,130,32.31,25,81,0.308641975,25,81,0.308641975,29,96,30.21,32,104,30.77,4,679,688,688,713,420,35,35,28,1.790607,293,12,10005,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.04691002581618452,0.0047559732759596875
10006,241687,0,3454,2411,69.8,36,1.0,0,0.0,687,19.9,0,0.0,135,3.9,185,5.4,1633,1821,251,7.3,116,3.4,68,2.0,14,0.4,300,8.7,775,22.4,664,19.2,451,13.1,229,6.6,209,6.1,51,1.5,200,5.8,110,3.2,16,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88.6,1794,0,0.0,3410,2676,540,4.1,1.4,1.9,0.0,0.8,6.4,10.4,17.4,16.6,41.0,176250,214543,2179,567,543,3454,164,2.7,0,0,357,239,37,0,3382,97.9,72,2.1,306,1488,30.199999999999996,0,0,0,13,52,25.0,6,24,0.25,6,24,0.25,7,30,23.33,8,36,22.22,4,679,688,688,713,420,35,35,28,1.790607,293,12,10006,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.014291211360147629,0.0037637521713954833
10007,413125,0,7023,5421,77.2,332,4.7,0,0.0,826,11.8,0,0.0,139,2.0,305,4.3,4118,2905,539,7.7,526,7.5,296,4.2,116,1.7,223,3.2,469,6.7,1142,16.3,659,9.4,785,11.2,771,11.0,500,7.1,305,4.3,258,3.7,242,3.4,116,1.7,31,0.4,30,0.4,15,0.2,120,1.9,69.5,2731,63,2.3,6947,5840,521,1.6,1.7,0.0,2.4,2.7,5.2,7.6,11.2,10.0,57.6,246813,367343,4891,698,950,6183,145,0.8,27,123,721,538,206,0,6244,99.3,41,0.7,968,1763,22.8,0,0,0,36,118,30.51,26,67,0.38805970100000003,26,67,0.38805970100000003,29,81,35.8,30,90,33.33,4,679,688,688,713,420,35,35,28,1.790607,293,12,10007,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.01699969742813918,0.0051260145237078175
10009,1597617,0,57925,35817,61.8,5431,9.4,71,0.1,7512,13.0,0,0.0,7024,12.1,2070,3.6,26519,31406,1463,2.5,1430,2.5,2108,3.6,2011,3.5,5671,9.8,8654,14.9,6263,10.8,4422,7.6,3343,5.8,3824,6.6,3029,5.2,3503,6.0,3367,5.8,3317,5.7,2016,3.5,1274,2.2,887,1.5,1343,2.3,7214,12.5,63.8,29728,4903,16.5,57618,49801,3803,12.5,8.2,8.7,6.2,8.3,11.2,8.7,16.4,6.3,13.5,61548,95947,36866,6853,6214,57882,13560,19.3,1656,3022,5993,4145,250,88,54657,94.4,3247,5.6,1882,27846,38.2,0,0,0,480,1074,44.69,181,450,0.402222222,181,450,0.402222222,262,597,43.89,308,691,44.57,7,3046,3267,3267,3007,2407,362,362,123,3.2509900000000003,600,60,10009,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.03625712545622637,0.008286577470867501
10010,988475,0,33730,24684,73.2,1784,5.3,230,0.7,5859,17.4,0,0.0,435,1.3,738,2.2,17370,16360,1699,5.0,997,3.0,870,2.6,1761,5.2,3076,9.1,4762,14.1,4012,11.9,2740,8.1,2461,7.3,2102,6.2,1571,4.7,1855,5.5,1101,3.3,1384,4.1,1510,4.5,632,1.9,533,1.6,664,2.0,2337,7.0,72.2,16390,805,4.9,33431,25024,4192,3.7,3.8,6.2,5.2,6.0,9.0,10.2,16.7,8.2,31.0,117923,188064,23938,3320,3570,31076,3952,7.8,150,1108,3351,2065,293,0,32354,96.4,1196,3.6,4651,11739,26.9,0,0,0,190,520,36.54,101,282,0.35815602799999996,101,282,0.35815602799999996,121,349,34.67,137,391,35.04,12,5485,5706,5706,4638,3982,645,645,333,5.631599,656,128,10010,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.034123270694757075,0.0056329676845538095
10011,1714087,0,50472,40331,79.9,2819,5.6,56,0.1,4627,9.2,5,0.0,878,1.7,1756,3.5,26058,24414,1546,3.1,1352,2.7,1087,2.2,1235,2.4,2826,5.6,5790,11.5,6584,13.0,4296,8.5,3872,7.7,3772,7.5,2430,4.8,3968,7.9,3548,7.0,2544,5.0,2026,4.0,1713,3.4,890,1.8,993,2.0,4472,8.9,75.6,29128,2017,6.9,49930,41573,4193,6.1,3.9,5.4,4.7,4.5,9.1,7.5,15.0,11.1,32.6,128613,207287,37800,5582,6407,49475,5483,5.3,449,1680,5719,2540,403,0,48360,96.3,1862,3.7,10947,18181,20.099999999999998,0,0,0,380,798,47.62,222,487,0.455852156,222,487,0.455852156,278,596,46.64,316,660,47.88,8,3560,3781,3781,3007,2407,362,362,123,3.2509900000000003,600,60,10011,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.029445413214148407,0.00752892692978285
10012,837302,0,23411,17411,74.4,651,2.8,42,0.2,4055,17.3,0,0.0,254,1.1,998,4.3,11579,11832,822,3.5,393,1.7,396,1.7,642,2.7,2727,11.6,4163,17.8,3213,13.7,1941,8.3,1440,6.2,1159,5.0,1308,5.6,777,3.3,1108,4.7,1457,6.2,759,3.2,518,2.2,241,1.0,347,1.5,1386,5.9,70.5,12041,544,4.5,23149,17723,2574,7.4,2.7,4.8,3.1,7.4,12.9,6.8,18.8,10.6,25.5,109037,169859,16749,2694,3547,22247,2591,5.2,129,959,2505,1374,141,10,22218,94.9,1189,5.1,2171,9870,25.700000000000003,0,0,0,113,316,35.76,68,183,0.37158469899999996,68,183,0.37158469899999996,85,226,37.61,88,249,35.34,7,3046,3267,3267,3007,2407,362,362,123,3.2509900000000003,600,60,10012,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.02796004309078445,0.004826790824825937
10013,1425087,0,28709,15961,55.6,1260,4.4,62,0.2,9558,33.3,0,0.0,626,2.2,1242,4.3,14029,14680,1878,6.5,1550,5.4,986,3.4,898,3.1,1916,6.7,2635,9.2,2796,9.7,2872,10.0,2034,7.1,1799,6.3,1599,5.6,1553,5.4,1741,6.1,1218,4.2,1030,3.6,778,2.7,387,1.3,1039,3.6,2310,8.3,67.3,11986,1868,15.6,28338,23603,2058,4.3,5.8,9.2,6.8,5.3,8.9,7.6,11.2,6.9,33.9,105442,259828,16482,5284,4468,26855,3093,10.0,639,1506,3001,2790,422,0,26566,94.9,1415,5.1,3138,8848,44.4,0,0,0,170,397,42.82,122,255,0.478431373,122,255,0.478431373,124,282,43.97,135,310,43.55,7,3046,3267,3267,3007,2407,362,362,123,3.2509900000000003,600,60,10013,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.020145436734739702,0.005921488035110941
10014,1423747,40192,30738,27314,88.9,336,1.1,25,0.1,1766,5.7,0,0.0,421,1.4,876,2.8,15513,15225,1188,3.9,608,2.0,582,1.9,529,1.7,1198,3.9,4504,14.7,4441,14.4,3397,11.1,1800,5.9,2144,7.0,1661,5.4,2196,7.1,1908,6.2,1606,5.2,1102,3.6,519,1.7,597,1.9,758,2.5,2111,6.9,76.6,18229,590,3.2,30499,25578,2729,4.0,2.3,5.0,5.2,5.6,8.5,10.4,14.8,12.4,31.9,126601,203853,25372,1937,3089,30361,1928,3.9,87,913,2813,1756,159,0,29603,96.5,1077,3.5,5913,12316,11.100000000000001,0,0,0,229,497,46.08,140,305,0.45901639299999997,140,305,0.45901639299999997,178,373,47.72,189,403,46.9,7,3046,3267,3267,3007,2407,362,362,123,3.2509900000000003,600,60,10014,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.021589509933998104,0.007450061812739931
10016,1378167,0,51057,36727,71.9,1929,3.8,66,0.1,9858,19.3,19,0.0,774,1.5,1684,3.3,24165,26892,1910,3.7,865,1.7,690,1.4,992,1.9,5384,10.5,10310,20.2,7053,13.8,3648,7.1,2589,5.1,2424,4.7,2803,5.5,2841,5.6,2126,4.2,2118,4.1,1914,3.7,1093,2.1,1093,2.1,1204,2.4,3684,7.2,75.6,28916,1144,4.0,50633,41491,4516,5.7,4.3,4.4,4.6,5.2,10.7,8.8,16.8,11.4,28.1,117004,166745,34657,7083,6708,49821,4816,3.9,245,1433,5304,2132,387,22,49081,96.5,1763,3.5,8319,20597,28.0,0,0,0,480,1108,43.32,288,581,0.49569707399999996,288,581,0.49569707399999996,324,727,44.57,354,843,41.99,13,6010,6222,6222,5090,4272,649,649,353,5.507046,818,142,10016,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.037047034212834874,0.009401257418179682
10017,820953,0,15801,11683,73.9,370,2.3,0,0.0,3352,21.2,0,0.0,81,0.5,315,2.0,7134,8667,483,3.1,186,1.2,266,1.7,303,1.9,948,6.0,2646,16.7,1676,10.6,1509,9.6,827,5.2,704,4.5,1172,7.4,844,5.3,874,5.5,1109,7.0,1156,7.3,569,3.6,296,1.9,233,1.5,1083,6.9,76.4,9905,195,2.0,15586,13335,887,3.9,1.4,5.6,3.9,4.7,13.2,9.7,16.4,16.3,25.0,127506,174635,10594,2671,2430,15801,975,2.3,96,740,2113,790,71,0,15190,96.1,611,3.9,4320,5585,26.0,0,0,0,100,287,34.84,45,138,0.326086957,45,138,0.326086957,65,187,34.76,74,217,34.1,13,6010,6222,6222,5090,4272,649,649,353,5.507046,818,142,10017,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.01924714325911471,0.006328713372571356
10018,836255,0,9687,5791,59.8,466,4.8,1,0.0,2897,29.9,0,0.0,182,1.9,350,3.6,5144,4543,332,3.4,152,1.6,103,1.1,106,1.1,844,8.7,2273,23.5,1624,16.8,1227,12.7,702,7.2,421,4.3,490,5.1,406,4.2,304,3.1,279,2.9,140,1.4,86,0.9,93,1.0,105,1.1,641,6.6,76.2,5095,260,5.1,9621,7256,1076,7.3,4.2,4.9,4.5,6.7,8.9,8.2,18.1,9.1,28.1,108914,154895,5276,1820,2539,9636,1490,4.3,123,135,1099,409,13,0,9099,94.0,581,6.0,462,4633,40.199999999999996,0,0,0,159,346,45.95,66,151,0.43708609299999995,66,151,0.43708609299999995,106,232,45.69,120,259,46.33,13,6010,6222,6222,5090,4272,649,649,353,5.507046,818,142,10018,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.011583787241929794,0.016413750387116753
10019,1804718,0,43703,29663,67.9,2553,5.8,362,0.8,7596,17.4,74,0.2,1966,4.5,1489,3.4,22413,21290,1245,2.8,761,1.7,620,1.4,889,2.0,2730,6.2,5757,13.2,6253,14.3,3888,8.9,3396,7.8,3075,7.0,2987,6.8,2868,6.6,2440,5.6,2393,5.5,1917,4.4,1095,2.5,631,1.4,758,1.7,4100,9.4,74.9,25428,2240,8.8,43393,34104,4534,6.8,4.4,8.5,4.9,5.8,10.5,9.8,14.0,10.9,24.5,98833,162689,27124,6750,7154,43543,5342,6.4,354,1620,5604,2013,247,0,41690,95.5,1951,4.5,5064,20364,32.1,0,0,0,424,936,45.3,187,451,0.41463414600000004,187,451,0.41463414600000004,244,560,43.57,275,636,43.24,14,7144,7356,7356,6224,5339,724,724,388,6.372157,885,179,10019,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.024215971691976253,0.009701851131501269
10021,986790,0,46215,38017,82.3,420,0.9,158,0.3,4333,9.4,40,0.1,2069,4.5,1178,2.5,21010,25205,2869,6.2,2303,5.0,1760,3.8,950,2.1,880,1.9,3578,7.7,5750,12.4,4542,9.8,2628,5.7,2701,5.8,2797,6.1,3076,6.7,2131,4.6,2930,6.3,2275,4.9,1991,4.3,1721,3.7,1333,2.9,3867,8.4,68.9,24996,411,1.6,45496,37962,4154,5.3,1.2,4.0,3.8,5.6,12.6,11.5,13.2,9.8,33.0,118289,222872,33691,4849,4802,45697,2185,1.7,206,2747,5415,4248,365,125,43958,95.9,1902,4.1,11252,13744,17.7,0,0,0,412,1070,38.5,211,562,0.37544484,211,562,0.37544484,282,726,38.84,298,799,37.3,14,7625,7993,7993,6493,5519,745,745,402,6.647989999999999,974,181,10021,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.04683367281792478,0.008914854484474738
10022,1107168,0,31125,26028,83.6,448,1.4,62,0.2,3801,12.2,0,0.0,151,0.5,635,2.0,14113,17012,1093,3.5,838,2.7,575,1.8,611,2.0,966,3.1,3552,11.4,2753,8.8,2422,7.8,2074,6.7,1619,5.2,1682,5.4,1946,6.3,2113,6.8,2574,8.3,1900,6.1,1685,5.4,1366,4.4,1356,4.4,2569,8.3,71.4,18049,139,0.8,30859,25559,2904,3.6,1.2,5.0,2.8,5.7,11.5,7.7,15.0,11.2,36.3,135363,248983,24053,3416,2471,30616,1149,1.1,31,2151,4695,1761,178,0,30671,98.6,422,1.4,9454,8595,16.299999999999997,0,0,0,238,623,38.2,123,339,0.36283185799999995,123,339,0.36283185799999995,159,422,37.68,182,474,38.4,16,7717,8085,8085,6562,5535,748,748,402,6.793288,1027,181,10022,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.028112264805341194,0.007646586345381526
10023,1269195,0,62435,49795,79.8,2610,4.2,48,0.1,6637,10.6,0,0.0,2047,3.3,1298,2.1,27151,35284,3504,5.6,2118,3.4,2018,3.2,1801,2.9,2268,3.6,4432,7.1,7088,11.4,5084,8.1,4632,7.4,3951,6.3,3774,6.0,4153,6.7,3587,5.7,4018,6.4,4079,6.5,2171,3.5,1452,2.3,2305,3.7,5637,9.0,68.3,33693,1232,3.7,61623,53536,4345,5.1,3.2,5.2,4.5,3.9,8.6,8.4,17.0,11.1,33.0,130452,217812,43877,6571,7298,60998,5014,5.2,567,3693,8194,4893,449,0,60593,97.1,1831,2.9,14083,19610,20.3,0,0,0,416,1023,40.66,190,503,0.37773359799999995,190,503,0.37773359799999995,251,642,39.1,275,723,38.04,13,6973,7129,7129,6076,5477,757,757,412,6.6688339999999995,599,196,10023,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.04919259845807776,0.00666292944662449
10024,2222642,0,59001,49026,83.1,2287,3.9,173,0.3,4274,7.2,0,0.0,1583,2.7,1658,2.8,26607,32394,3588,6.1,2759,4.7,2485,4.2,1674,2.8,1357,2.3,4669,7.9,5557,9.4,4660,7.9,4299,7.3,4540,7.7,4225,7.2,3757,6.4,3952,6.7,3858,6.5,2866,4.9,1569,2.7,1267,2.1,1919,3.3,4935,8.4,71.5,28751,1305,4.5,58086,47791,6333,5.3,2.8,4.5,3.7,5.4,9.1,8.5,14.6,9.9,36.2,131668,249579,42618,5788,5451,58328,4197,3.4,621,3215,7099,5236,814,59,56321,96.3,2158,3.7,11343,17408,16.900000000000002,0,0,0,447,1159,38.57,204,641,0.31825273,204,641,0.31825273,283,782,36.19,318,863,36.85,12,5701,5998,5998,4713,4177,514,514,337,6.464822,536,147,10024,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.026545435567221352,0.007576142777241063
10025,1946733,0,92805,59985,64.6,11737,12.6,606,0.7,8271,8.9,14,0.0,7929,8.5,4263,4.6,41890,50915,3911,4.2,3507,3.8,3836,4.1,4050,4.4,6943,7.5,10323,11.1,6515,7.0,5365,5.8,6078,6.5,5656,6.1,6248,6.7,5353,5.8,6430,6.9,6234,6.7,4964,5.3,2503,2.7,2084,2.2,2805,3.0,10296,11.2,63.5,41910,5232,12.5,92011,76863,6774,9.3,4.9,7.2,6.6,6.9,11.7,8.8,13.8,8.9,22.0,85930,155781,57330,12076,11833,88585,12890,9.8,1891,5456,10708,7783,994,177,87759,95.6,4017,4.4,12013,29897,35.3,0,0,0,810,1831,44.24,252,754,0.33421750699999997,252,754,0.33421750699999997,377,984,38.31,466,1142,40.81,12,6023,6845,6845,5035,4464,546,546,357,7.228661,571,155,10025,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.04767217692410824,0.00872797801842573
10026,860743,0,39363,10410,26.4,21023,53.4,86,0.2,2308,5.9,29,0.1,3703,9.4,1804,4.6,18124,21239,2646,6.7,1991,5.1,1873,4.8,1583,4.0,2686,6.8,4555,11.6,4291,10.9,3111,7.9,2559,6.5,2785,7.1,3148,8.0,2275,5.8,1747,4.4,1596,4.1,763,1.9,595,1.5,517,1.3,642,1.6,4036,10.3,65.0,15458,2246,14.5,38793,35043,1869,12.9,10.0,6.6,6.6,9.5,11.5,10.3,13.6,6.5,12.6,58884,99903,24323,4939,4485,38920,9804,22.7,1072,1367,3342,3675,621,110,36758,94.1,2304,5.9,2352,13106,73.6,1,1,1,400,781,51.22,126,300,0.42,126,300,0.42,197,413,47.7,231,470,49.15,8,3624,4446,4446,3444,2889,269,269,147,4.848052,555,87,10026,Manhattan,Manhattan,-2296,-1006,-1544,-2199,-1926,777,0.045731420412364665,0.010161827096511953
